Havana (feat. Young Thug),5,2018-02-10,Camila Cabello,Global,top200,3230328
God's Plan,1,2018-02-11,Drake,Global,top200,5873870
All The Stars (with SZA),2,2018-02-11,Kendrick Lamar,Global,top200,3448507
rockstar,3,2018-02-11,"Post Malone, 21 Savage",Global,top200,2853484
Pray For Me (with Kendrick Lamar),4,2018-02-11,The Weeknd,Global,top200,2844790
Havana (feat. Young Thug),5,2018-02-11,Camila Cabello,Global,top200,2783928
God's Plan,1,2018-02-12,Drake,Global,top200,6321091
All The Stars (with SZA),2,2018-02-12,Kendrick Lamar,Global,top200,3925536
Pray For Me (with Kendrick Lamar),3,2018-02-12,The Weeknd,Global,top200,3156795
rockstar,4,2018-02-12,"Post Malone, 21 Savage",Global,top200,2985008
Havana (feat. Young Thug),5,2018-02-12,Camila Cabello,Global,top200,2898269
God's Plan,1,2018-02-13,Drake,Global,top200,6333005
All The Stars (with SZA),2,2018-02-13,Kendrick Lamar,Global,top200,3862145
Pray For Me (with Kendrick Lamar),3,2018-02-13,The Weeknd,Global,top200,3092430
rockstar,4,2018-02-13,"Post Malone, 21 Savage",Global,top200,3018417
IDGAF,5,2018-02-13,Dua Lipa,Global,top200,2943155
God's Plan,1,2018-03-01,Drake,Global,top200,7572795
Psycho (feat. Ty Dolla $ign),2,2018-03-01,Post Malone,Global,top200,5999224
All The Stars (with SZA),3,2018-03-01,Kendrick Lamar,Global,top200,4293519
IDGAF,4,2018-03-01,Dua Lipa,Global,top200,3334232
Mine,5,2018-03-01,Bazzi,Global,top200,3284281
God's Plan,1,2018-03-02,Drake,Global,top200,7817732
Psycho (feat. Ty Dolla $ign),2,2018-03-02,Post Malone,Global,top200,5836850
All The Stars (with SZA),3,2018-03-02,Kendrick Lamar,Global,top200,4235091
IDGAF,4,2018-03-02,Dua Lipa,Global,top200,3370664
Mine,5,2018-03-02,Bazzi,Global,top200,3295075
God's Plan,1,2018-03-03,Drake,Global,top200,7712192
Psycho (feat. Ty Dolla $ign),2,2018-03-03,Post Malone,Global,top200,5247187
All The Stars (with SZA),3,2018-03-03,Kendrick Lamar,Global,top200,4065575
IDGAF,4,2018-03-03,Dua Lipa,Global,top200,3360081
FRIENDS,5,2018-03-03,"Marshmello, Anne-Marie",Global,top200,3224007
God's Plan,1,2018-03-04,Drake,Global,top200,6848163
Psycho (feat. Ty Dolla $ign),2,2018-03-04,Post Malone,Global,top200,4710822
All The Stars (with SZA),3,2018-03-04,Kendrick Lamar,Global,top200,3675726
FRIENDS,4,2018-03-04,"Marshmello, Anne-Marie",Global,top200,3015318
IDGAF,5,2018-03-04,Dua Lipa,Global,top200,3008195
God's Plan,1,2018-03-05,Drake,Global,top200,7134377
Psycho (feat. Ty Dolla $ign),2,2018-03-05,Post Malone,Global,top200,5283986
All The Stars (with SZA),3,2018-03-05,Kendrick Lamar,Global,top200,4023404
FRIENDS,4,2018-03-05,"Marshmello, Anne-Marie",Global,top200,3335002
IDGAF,5,2018-03-05,Dua Lipa,Global,top200,3264919
God's Plan,1,2018-03-06,Drake,Global,top200,7191823
Psycho (feat. Ty Dolla $ign),2,2018-03-06,Post Malone,Global,top200,5302872
All The Stars (with SZA),3,2018-03-06,Kendrick Lamar,Global,top200,4029886
FRIENDS,4,2018-03-06,"Marshmello, Anne-Marie",Global,top200,3493125
IDGAF,5,2018-03-06,Dua Lipa,Global,top200,3398157
IDGAF,5,2018-03-07,Dua Lipa,Global,top200,3456214
God's Plan,1,2018-03-07,Drake,Global,top200,6946558
Psycho (feat. Ty Dolla $ign),2,2018-03-07,Post Malone,Global,top200,5108879
All The Stars (with SZA),3,2018-03-07,Kendrick Lamar,Global,top200,3882275
FRIENDS,4,2018-03-07,"Marshmello, Anne-Marie",Global,top200,3469382
God's Plan,1,2018-03-08,Drake,Global,top200,6786181
Psycho (feat. Ty Dolla $ign),2,2018-03-08,Post Malone,Global,top200,4980071
All The Stars (with SZA),3,2018-03-08,Kendrick Lamar,Global,top200,3758312
FRIENDS,4,2018-03-08,"Marshmello, Anne-Marie",Global,top200,3462353
IDGAF,5,2018-03-08,Dua Lipa,Global,top200,3406405
God's Plan,1,2018-03-09,Drake,Global,top200,7138002
Psycho (feat. Ty Dolla $ign),2,2018-03-09,Post Malone,Global,top200,5036604
All The Stars (with SZA),3,2018-03-09,Kendrick Lamar,Global,top200,3888429
FRIENDS,4,2018-03-09,"Marshmello, Anne-Marie",Global,top200,3596300
IDGAF,5,2018-03-09,Dua Lipa,Global,top200,3443162
God's Plan,1,2018-03-10,Drake,Global,top200,7102035
Psycho (feat. Ty Dolla $ign),2,2018-03-10,Post Malone,Global,top200,4666383
All The Stars (with SZA),3,2018-03-10,Kendrick Lamar,Global,top200,3757583
FRIENDS,4,2018-03-10,"Marshmello, Anne-Marie",Global,top200,3509464
IDGAF,5,2018-03-10,Dua Lipa,Global,top200,3290800
God's Plan,1,2018-03-11,Drake,Global,top200,6314205
Psycho (feat. Ty Dolla $ign),2,2018-03-11,Post Malone,Global,top200,4256792
All The Stars (with SZA),3,2018-03-11,Kendrick Lamar,Global,top200,3455763
FRIENDS,4,2018-03-11,"Marshmello, Anne-Marie",Global,top200,3246059
IDGAF,5,2018-03-11,Dua Lipa,Global,top200,2975987
God's Plan,1,2018-04-01,Drake,Global,top200,5054452
Call Out My Name,2,2018-04-01,The Weeknd,Global,top200,4906301
Psycho (feat. Ty Dolla $ign),3,2018-04-01,Post Malone,Global,top200,3504087
X,4,2018-04-01,"Nicky Jam, J Balvin",Global,top200,3201490
Try Me,5,2018-04-01,The Weeknd,Global,top200,3046361
Call Out My Name,1,2018-04-02,The Weeknd,Global,top200,5837317
God's Plan,2,2018-04-02,Drake,Global,top200,5309339
Psycho (feat. Ty Dolla $ign),3,2018-04-02,Post Malone,Global,top200,3851332
Try Me,4,2018-04-02,The Weeknd,Global,top200,3557381
X,5,2018-04-02,"Nicky Jam, J Balvin",Global,top200,3392819
Call Out My Name,1,2018-04-03,The Weeknd,Global,top200,5889466
God's Plan,2,2018-04-03,Drake,Global,top200,5479065
Psycho (feat. Ty Dolla $ign),3,2018-04-03,Post Malone,Global,top200,3997304
FRIENDS,4,2018-04-03,"Marshmello, Anne-Marie",Global,top200,3529009
X,5,2018-04-03,"Nicky Jam, J Balvin",Global,top200,3476942
Call Out My Name,1,2018-04-04,The Weeknd,Global,top200,5504314
God's Plan,2,2018-04-04,Drake,Global,top200,5487334
Psycho (feat. Ty Dolla $ign),3,2018-04-04,Post Malone,Global,top200,4057984
FRIENDS,4,2018-04-04,"Marshmello, Anne-Marie",Global,top200,3598846
X,5,2018-04-04,"Nicky Jam, J Balvin",Global,top200,3475875
God's Plan,1,2018-04-05,Drake,Global,top200,5470229
Call Out My Name,2,2018-04-05,The Weeknd,Global,top200,4836883
Psycho (feat. Ty Dolla $ign),3,2018-04-05,Post Malone,Global,top200,4082831
X,4,2018-04-05,"Nicky Jam, J Balvin",Global,top200,3539530
FRIENDS,5,2018-04-05,"Marshmello, Anne-Marie",Global,top200,3516137
God's Plan,1,2018-04-06,Drake,Global,top200,5696307
Call Out My Name,2,2018-04-06,The Weeknd,Global,top200,4501190
Psycho (feat. Ty Dolla $ign),3,2018-04-06,Post Malone,Global,top200,4150144
X,4,2018-04-06,"Nicky Jam, J Balvin",Global,top200,3788698
FRIENDS,5,2018-04-06,"Marshmello, Anne-Marie",Global,top200,3612202
God's Plan,1,2018-04-07,Drake,Global,top200,5560608
Call Out My Name,2,2018-04-07,The Weeknd,Global,top200,3915436
Psycho (feat. Ty Dolla $ign),3,2018-04-07,Post Malone,Global,top200,3872638
Nice For What,4,2018-04-07,Drake,Global,top200,3853664
X,5,2018-04-07,"Nicky Jam, J Balvin",Global,top200,3809629
Better Now,1,2018-05-01,Post Malone,Global,top200,5764613
Psycho (feat. Ty Dolla $ign),2,2018-05-01,Post Malone,Global,top200,5026439
Nice For What,3,2018-05-01,Drake,Global,top200,4340212
Paranoid,4,2018-05-01,Post Malone,Global,top200,3961657
no tears left to cry,5,2018-05-01,Ariana Grande,Global,top200,3866832
Better Now,1,2018-05-02,Post Malone,Global,top200,5843143
Psycho (feat. Ty Dolla $ign),2,2018-05-02,Post Malone,Global,top200,4960361
