Nice For What,3,2018-05-02,Drake,Global,top200,4452768
no tears left to cry,4,2018-05-02,Ariana Grande,Global,top200,4088541
God's Plan,5,2018-05-02,Drake,Global,top200,3971044
Better Now,1,2018-05-03,Post Malone,Global,top200,5671922
Psycho (feat. Ty Dolla $ign),2,2018-05-03,Post Malone,Global,top200,4813137
Nice For What,3,2018-05-03,Drake,Global,top200,4458213
God's Plan,4,2018-05-03,Drake,Global,top200,4043409
no tears left to cry,5,2018-05-03,Ariana Grande,Global,top200,4039519
Better Now,1,2018-05-04,Post Malone,Global,top200,5463560
Nice For What,2,2018-05-04,Drake,Global,top200,4685237
Psycho (feat. Ty Dolla $ign),3,2018-05-04,Post Malone,Global,top200,4607970
God's Plan,4,2018-05-04,Drake,Global,top200,4241242
no tears left to cry,5,2018-05-04,Ariana Grande,Global,top200,4207188
Better Now,1,2018-05-05,Post Malone,Global,top200,4968789
Nice For What,2,2018-05-05,Drake,Global,top200,4594892
God's Plan,3,2018-05-05,Drake,Global,top200,4304743
One Kiss (with Dua Lipa),4,2018-05-05,Calvin Harris,Global,top200,4301124
Psycho (feat. Ty Dolla $ign),5,2018-05-05,Post Malone,Global,top200,4152550
Better Now,1,2018-05-06,Post Malone,Global,top200,4399583
Nice For What,2,2018-05-06,Drake,Global,top200,4048384
One Kiss (with Dua Lipa),3,2018-05-06,Calvin Harris,Global,top200,3851646
God's Plan,4,2018-05-06,Drake,Global,top200,3808582
no tears left to cry,5,2018-05-06,Ariana Grande,Global,top200,3719621
Better Now,1,2018-05-07,Post Malone,Global,top200,5110006
Nice For What,2,2018-05-07,Drake,Global,top200,4405644
One Kiss (with Dua Lipa),3,2018-05-07,Calvin Harris,Global,top200,4168618
no tears left to cry,4,2018-05-07,Ariana Grande,Global,top200,4051795
Psycho (feat. Ty Dolla $ign),5,2018-05-07,Post Malone,Global,top200,3967215
Toosie Slide,1,2020-05-01,Drake,Global,top200,6574812
THE SCOTTS,2,2020-05-01,"THE SCOTTS, Travis Scott, Kid Cudi",Global,top200,5786634
Blinding Lights,3,2020-05-01,The Weeknd,Global,top200,5638184
Pain 1993 (with Playboi Carti),4,2020-05-01,Drake,Global,top200,5247387
Roses - Imanbek Remix,5,2020-05-01,SAINt JHN,Global,top200,4852147
Toosie Slide,1,2020-05-02,Drake,Global,top200,5890340
Blinding Lights,2,2020-05-02,The Weeknd,Global,top200,5734128
THE SCOTTS,3,2020-05-02,"THE SCOTTS, Travis Scott, Kid Cudi",Global,top200,5373841
Roses - Imanbek Remix,4,2020-05-02,SAINt JHN,Global,top200,4944358
death bed (coffee for your head),5,2020-05-02,"Powfu, beabadoobee",Global,top200,3945977
Blinding Lights,1,2020-05-03,The Weeknd,Global,top200,5125498
Toosie Slide,2,2020-05-03,Drake,Global,top200,4989533
THE SCOTTS,3,2020-05-03,"THE SCOTTS, Travis Scott, Kid Cudi",Global,top200,4715427
Roses - Imanbek Remix,4,2020-05-03,SAINt JHN,Global,top200,4395619
death bed (coffee for your head),5,2020-05-03,"Powfu, beabadoobee",Global,top200,3689311
Blinding Lights,1,2020-05-04,The Weeknd,Global,top200,5308691
Toosie Slide,2,2020-05-04,Drake,Global,top200,5069899
THE SCOTTS,3,2020-05-04,"THE SCOTTS, Travis Scott, Kid Cudi",Global,top200,4924445
Roses - Imanbek Remix,4,2020-05-04,SAINt JHN,Global,top200,4657819
death bed (coffee for your head),5,2020-05-04,"Powfu, beabadoobee",Global,top200,3931310
Blinding Lights,1,2020-05-05,The Weeknd,Global,top200,5319771
Toosie Slide,2,2020-05-05,Drake,Global,top200,4988578
THE SCOTTS,3,2020-05-05,"THE SCOTTS, Travis Scott, Kid Cudi",Global,top200,4899241
Roses - Imanbek Remix,4,2020-05-05,SAINt JHN,Global,top200,4674447
death bed (coffee for your head),5,2020-05-05,"Powfu, beabadoobee",Global,top200,3922382
Blinding Lights,1,2020-05-06,The Weeknd,Global,top200,5335243
Toosie Slide,2,2020-05-06,Drake,Global,top200,4867516
Roses - Imanbek Remix,3,2020-05-06,SAINt JHN,Global,top200,4657837
THE SCOTTS,4,2020-05-06,"THE SCOTTS, Travis Scott, Kid Cudi",Global,top200,4653681
death bed (coffee for your head),5,2020-05-06,"Powfu, beabadoobee",Global,top200,3906676
Blinding Lights,1,2020-05-07,The Weeknd,Global,top200,5365001
Toosie Slide,2,2020-05-07,Drake,Global,top200,4831704
Roses - Imanbek Remix,3,2020-05-07,SAINt JHN,Global,top200,4639971
THE SCOTTS,4,2020-05-07,"THE SCOTTS, Travis Scott, Kid Cudi",Global,top200,4524524
death bed (coffee for your head),5,2020-05-07,"Powfu, beabadoobee",Global,top200,3895932
Stuck with U (with Justin Bieber),1,2020-05-08,Ariana Grande,Global,top200,6583884
Blinding Lights,2,2020-05-08,The Weeknd,Global,top200,5744170
Roses - Imanbek Remix,3,2020-05-08,SAINt JHN,Global,top200,4966716
Toosie Slide,4,2020-05-08,Drake,Global,top200,4840398
THE SCOTTS,5,2020-05-08,"THE SCOTTS, Travis Scott, Kid Cudi",Global,top200,4656236
ROCKSTAR (feat. Roddy Ricch),1,2020-06-01,DaBaby,Global,top200,5144036
Blinding Lights,2,2020-06-01,The Weeknd,Global,top200,4823098
Rain On Me (with Ariana Grande),3,2020-06-01,Lady Gaga,Global,top200,4668185
Roses - Imanbek Remix,4,2020-06-01,SAINt JHN,Global,top200,4184833
Toosie Slide,5,2020-06-01,Drake,Global,top200,3834563
ROCKSTAR (feat. Roddy Ricch),1,2020-06-02,DaBaby,Global,top200,5429276
Blinding Lights,2,2020-06-02,The Weeknd,Global,top200,4797739
Rain On Me (with Ariana Grande),3,2020-06-02,Lady Gaga,Global,top200,4332249
Roses - Imanbek Remix,4,2020-06-02,SAINt JHN,Global,top200,4141408
Toosie Slide,5,2020-06-02,Drake,Global,top200,3741875
ROCKSTAR (feat. Roddy Ricch),1,2020-06-03,DaBaby,Global,top200,5593056
Blinding Lights,2,2020-06-03,The Weeknd,Global,top200,4852083
Rain On Me (with Ariana Grande),3,2020-06-03,Lady Gaga,Global,top200,4322094
Roses - Imanbek Remix,4,2020-06-03,SAINt JHN,Global,top200,4194493
Toosie Slide,5,2020-06-03,Drake,Global,top200,3739129
ROCKSTAR (feat. Roddy Ricch),1,2020-06-04,DaBaby,Global,top200,5314017
Blinding Lights,2,2020-06-04,The Weeknd,Global,top200,4819758
Roses - Imanbek Remix,3,2020-06-04,SAINt JHN,Global,top200,4106755
Rain On Me (with Ariana Grande),4,2020-06-04,Lady Gaga,Global,top200,4074846
Toosie Slide,5,2020-06-04,Drake,Global,top200,3645295
ROCKSTAR (feat. Roddy Ricch),1,2020-06-05,DaBaby,Global,top200,5605879
Blinding Lights,2,2020-06-05,The Weeknd,Global,top200,5078313
Roses - Imanbek Remix,3,2020-06-05,SAINt JHN,Global,top200,4365780
Rain On Me (with Ariana Grande),4,2020-06-05,Lady Gaga,Global,top200,4191856
Toosie Slide,5,2020-06-05,Drake,Global,top200,3757236
ROCKSTAR (feat. Roddy Ricch),1,2020-06-06,DaBaby,Global,top200,5445985
Blinding Lights,2,2020-06-06,The Weeknd,Global,top200,5110232
Roses - Imanbek Remix,3,2020-06-06,SAINt JHN,Global,top200,4379731
Rain On Me (with Ariana Grande),4,2020-06-06,Lady Gaga,Global,top200,3979972
Toosie Slide,5,2020-06-06,Drake,Global,top200,3696223
ROCKSTAR (feat. Roddy Ricch),1,2020-06-07,DaBaby,Global,top200,4771317
Blinding Lights,2,2020-06-07,The Weeknd,Global,top200,4407587
Roses - Imanbek Remix,3,2020-06-07,SAINt JHN,Global,top200,3697140
Rain On Me (with Ariana Grande),4,2020-06-07,Lady Gaga,Global,top200,3409271
Toosie Slide,5,2020-06-07,Drake,Global,top200,3242769
